year,marital,age,race,rincome,partyid,relig,denom,tvhours
2006,Divorced,36,White,$15000 - 19999,republican,Catholic,Not applicable,NA
2006,Never married,23,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Married,34,White,$25000 or more,democrat,Protestant,Other lutheran,1
2006,Married,30,White,$25000 or more,republican,Protestant,Baptist-dk which,1
2006,Never married,22,White,$10000 - 14999,republican,Protestant,No denomination,2
2006,Married,32,White,$20000 - 24999,republican,Protestant,Southern baptist,1
2006,Married,34,Black,$25000 or more,democrat,Protestant,Nat bapt conv usa,NA
2006,Married,43,White,$25000 or more,republican,Protestant,United methodist,NA
2006,Never married,26,Black,$3000 to 3999,other party,Protestant,Baptist-dk which,NA
2006,Married,42,White,$15000 - 19999,other party,Protestant,Baptist-dk which,NA
2006,Divorced,35,White,$25000 or more,republican,Protestant,Southern baptist,NA
2006,Married,37,Black,$4000 to 4999,republican,Protestant,Afr meth ep zion,NA
2006,Never married,31,Black,$20000 - 24999,democrat,Protestant,Afr meth ep zion,NA
2006,Widowed,72,White,Not applicable,other party,Protestant,Baptist-dk which,NA
2006,Widowed,89,Black,Not applicable,democrat,Protestant,Other,NA
2006,Divorced,63,White,Not applicable,republican,Protestant,Other,NA
2006,Separated,32,Other,$15000 - 19999,other party,Catholic,Not applicable,NA
2006,Never married,51,Black,$25000 or more,other party,Protestant,Other,6
2006,Never married,26,Black,$20000 - 24999,democrat,Protestant,Baptist-dk which,NA
2006,Never married,22,White,$20000 - 24999,republican,Protestant,Southern baptist,NA
2006,Never married,25,Black,Not applicable,democrat,Protestant,Afr meth ep zion,NA
2006,Married,35,White,$25000 or more,republican,Catholic,Not applicable,1
2006,Widowed,69,Black,Not applicable,democrat,Protestant,Am bapt ch in usa,4
2006,Never married,22,Black,$3000 to 3999,other party,None,Not applicable,NA
2006,Married,33,Black,Not applicable,democrat,Protestant,Other,3
2006,Never married,32,Black,$6000 to 6999,democrat,Protestant,Other,2
2006,Widowed,84,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Never married,39,Black,$10000 - 14999,democrat,Protestant,Am bapt ch in usa,NA
2006,Separated,50,Black,Not applicable,democrat,Protestant,Baptist-dk which,5
2006,Widowed,74,Black,Not applicable,democrat,Protestant,Baptist-dk which,3
2006,Separated,55,Black,Not applicable,democrat,Protestant,Other,NA
2006,Divorced,63,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Separated,34,Black,Not applicable,democrat,Protestant,Baptist-dk which,7
2006,Married,33,Black,$25000 or more,democrat,Protestant,No denomination,3
2006,Widowed,42,Black,$10000 - 14999,other party,None,Not applicable,4
2006,Widowed,72,Black,Not applicable,democrat,Protestant,Baptist-dk which,2
2006,Widowed,59,Other,Not applicable,democrat,Protestant,Other,4
2006,Married,46,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Separated,64,White,Not applicable,republican,Protestant,No denomination,NA
2006,Married,83,White,Not applicable,republican,Protestant,Episcopal,NA
2006,Divorced,46,White,$10000 - 14999,republican,Protestant,Baptist-dk which,3
2006,Married,54,White,$25000 or more,democrat,Protestant,Southern baptist,NA
2006,Never married,22,White,Not applicable,other party,Catholic,Not applicable,NA
2006,Married,81,White,Not applicable,republican,Protestant,United methodist,NA
2006,Divorced,65,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Never married,29,Black,$15000 - 19999,democrat,None,Not applicable,0
2006,Married,25,Black,$10000 - 14999,republican,Protestant,Baptist-dk which,3
2006,Never married,31,Black,$10000 - 14999,other party,Catholic,Not applicable,4
2006,Married,38,White,Not applicable,democrat,Jewish,Not applicable,NA
2006,Never married,44,White,$25000 or more,republican,Jewish,Not applicable,NA
2006,Married,32,White,$8000 to 9999,democrat,Protestant,Episcopal,3
2006,Divorced,63,White,Not applicable,other party,Catholic,Not applicable,6
2006,Divorced,58,White,Not applicable,republican,Christian,No denomination,10
2006,Divorced,54,White,$15000 - 19999,republican,Protestant,Other,5
2006,Divorced,77,White,Not applicable,democrat,Catholic,Not applicable,8
2006,Married,77,White,$25000 or more,other party,None,Not applicable,NA
2006,Divorced,32,White,$25000 or more,other party,None,Not applicable,3
2006,Divorced,44,White,$25000 or more,democrat,Protestant,Other,4
2006,Widowed,61,White,Not applicable,other party,Catholic,Not applicable,8
2006,Married,61,White,$6000 to 6999,democrat,Protestant,United methodist,NA
2006,Never married,35,White,$25000 or more,republican,Protestant,Southern baptist,1
2006,Married,66,White,Not applicable,other party,None,Not applicable,NA
2006,Married,74,White,Not applicable,republican,Catholic,Not applicable,3
2006,Married,42,White,$25000 or more,republican,Catholic,Not applicable,2
2006,Married,84,White,Lt $1000,republican,Protestant,"Presbyterian, merged",NA
2006,Never married,54,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,85,White,Not applicable,republican,Protestant,United methodist,3
2006,Never married,22,White,$20000 - 24999,other party,Catholic,Not applicable,NA
2006,Never married,22,White,$25000 or more,republican,Protestant,Southern baptist,NA
2006,Married,55,White,$25000 or more,republican,Protestant,Other presbyterian,NA
2006,Married,79,White,Not applicable,democrat,Jewish,Not applicable,NA
2006,Divorced,49,White,Refused,republican,No answer,No answer,NA
2006,Married,29,White,$20000 - 24999,republican,Jewish,Not applicable,NA
2006,Married,61,White,$25000 or more,democrat,Protestant,Methodist-dk which,1
2006,Married,74,White,Not applicable,republican,Protestant,Episcopal,3
2006,Married,41,White,Not applicable,republican,Protestant,No denomination,2
2006,Widowed,75,White,Not applicable,other party,Christian,No denomination,NA
2006,Widowed,80,White,Not applicable,democrat,Protestant,United pres ch in us,NA
2006,Married,50,White,$25000 or more,republican,Protestant,No denomination,2
2006,Divorced,53,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Divorced,68,White,Not applicable,republican,Protestant,Southern baptist,NA
2006,Married,59,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,36,White,$20000 - 24999,democrat,Protestant,No denomination,NA
2006,Never married,78,White,Don't know,other party,Catholic,Not applicable,NA
2006,Married,46,White,$20000 - 24999,democrat,Protestant,Baptist-dk which,1
2006,Married,57,White,$25000 or more,republican,Protestant,Lutheran-mo synod,1
2006,Never married,18,White,$1000 to 2999,democrat,Protestant,No denomination,NA
2006,Divorced,46,Black,$10000 - 14999,democrat,Protestant,Episcopal,5
2006,Married,72,White,Not applicable,republican,Protestant,Southern baptist,NA
2006,Divorced,68,White,No answer,republican,None,Not applicable,3
2006,Married,61,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Divorced,50,White,Refused,other party,Catholic,Not applicable,2
2006,Never married,23,White,Not applicable,other party,Catholic,Not applicable,1
2006,Married,72,White,Not applicable,republican,Protestant,Episcopal,6
2006,Married,68,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Married,54,White,Lt $1000,republican,Catholic,Not applicable,3
2006,Married,61,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Married,59,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Divorced,64,White,Not applicable,republican,Protestant,Episcopal,NA
2006,Married,78,White,Not applicable,democrat,Protestant,Methodist-dk which,NA
2006,Divorced,45,White,Not applicable,republican,Protestant,Methodist-dk which,6
2006,Married,36,White,$25000 or more,democrat,Protestant,Other,3
2006,Married,71,White,Not applicable,republican,Protestant,Other,NA
2006,Divorced,58,White,$20000 - 24999,democrat,Catholic,Not applicable,2
2006,Married,38,White,$25000 or more,republican,None,Not applicable,NA
2006,Married,71,White,Not applicable,democrat,Catholic,Not applicable,3
2006,Married,64,White,$25000 or more,republican,Protestant,Presbyterian-dk wh,3
2006,Married,34,White,$1000 to 2999,other party,None,Not applicable,NA
2006,Divorced,37,White,$25000 or more,democrat,Protestant,Baptist-dk which,6
2006,Married,20,White,$10000 - 14999,other party,Protestant,Baptist-dk which,NA
2006,Divorced,33,White,Not applicable,other party,Protestant,Baptist-dk which,NA
2006,Married,86,White,Not applicable,republican,Protestant,Am lutheran,NA
2006,Divorced,54,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,38,White,$25000 or more,republican,Protestant,Baptist-dk which,2
2006,Married,74,White,Not applicable,democrat,Catholic,Not applicable,5
2006,Married,73,White,Not applicable,republican,None,Not applicable,2
2006,Widowed,40,White,Not applicable,democrat,Protestant,Baptist-dk which,3
2006,Married,54,Black,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Never married,22,Other,$25000 or more,democrat,Other,Not applicable,NA
2006,Never married,24,Other,$10000 - 14999,democrat,None,Not applicable,NA
2006,Divorced,54,Black,Not applicable,other party,Catholic,Not applicable,3
2006,Married,28,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,33,Black,$25000 or more,other party,Protestant,Baptist-dk which,4
2006,Married,48,Other,$8000 to 9999,republican,Buddhism,Not applicable,3
2006,Widowed,85,White,Not applicable,republican,Protestant,Presbyterian-dk wh,3
2006,Never married,19,Other,$15000 - 19999,other party,Native american,Not applicable,2
2006,Married,74,White,Not applicable,democrat,Protestant,Methodist-dk which,NA
2006,Widowed,59,White,$25000 or more,republican,Protestant,Methodist-dk which,2
2006,Married,80,White,Not applicable,republican,Protestant,Methodist-dk which,2
2006,Married,41,White,$25000 or more,democrat,None,Not applicable,NA
2006,Divorced,72,White,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Never married,39,Black,$10000 - 14999,republican,Protestant,Other,NA
2006,Never married,32,Black,$25000 or more,democrat,None,Not applicable,NA
2006,Divorced,46,Black,Not applicable,other party,Protestant,No denomination,NA
2006,Divorced,36,Black,$15000 - 19999,other party,None,Not applicable,3
2006,Widowed,48,Black,Not applicable,other party,None,Not applicable,5
2006,Never married,37,Black,$5000 to 5999,other party,None,Not applicable,NA
2006,Divorced,27,Black,$20000 - 24999,democrat,None,Not applicable,5
2006,Divorced,48,Black,Not applicable,other party,None,Not applicable,3
2006,Married,66,Black,Not applicable,democrat,None,Not applicable,NA
2006,Widowed,74,Black,Not applicable,democrat,None,Not applicable,NA
2006,Married,53,Black,Not applicable,democrat,None,Not applicable,6
2006,Married,52,Black,Not applicable,other party,None,Not applicable,7
2006,Never married,44,Black,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Married,42,Black,$20000 - 24999,democrat,Protestant,Other,NA
2006,Divorced,52,White,$25000 or more,republican,Protestant,United methodist,3
2006,Married,41,White,$25000 or more,republican,Protestant,Other,NA
2006,Never married,48,Black,$25000 or more,other party,Protestant,Nat bapt conv usa,3
2006,Married,42,Black,$25000 or more,other party,Protestant,Baptist-dk which,4
2006,Never married,66,White,Not applicable,republican,None,Not applicable,4
2006,Divorced,60,White,Refused,democrat,Protestant,United methodist,NA
2006,Married,28,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,43,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,59,White,Refused,democrat,Catholic,Not applicable,NA
2006,Married,52,White,$25000 or more,republican,Protestant,Southern baptist,NA
2006,Divorced,47,Black,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Married,55,White,$25000 or more,democrat,Protestant,Methodist-dk which,3
2006,Never married,27,Black,$20000 - 24999,democrat,Protestant,Other,6
2006,Never married,23,White,$20000 - 24999,other party,Catholic,Not applicable,NA
2006,Never married,30,Black,$20000 - 24999,democrat,Protestant,Baptist-dk which,3
2006,Never married,25,White,$6000 to 6999,democrat,None,Not applicable,2
2006,Never married,47,White,Refused,democrat,None,Not applicable,1
2006,Married,57,White,$25000 or more,democrat,None,Not applicable,NA
2006,Married,43,White,Refused,republican,Catholic,Not applicable,NA
2006,Married,45,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Never married,22,White,$10000 - 14999,democrat,None,Not applicable,NA
2006,Divorced,71,White,Not applicable,other party,Protestant,Luth ch in america,NA
2006,Widowed,85,Black,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Never married,35,Black,$25000 or more,democrat,Protestant,Southern baptist,NA
2006,Divorced,42,White,$25000 or more,democrat,Orthodox-christian,Not applicable,2
2006,Married,34,Black,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Married,39,Black,$25000 or more,democrat,Protestant,No denomination,NA
2006,Married,23,Other,$25000 or more,democrat,Protestant,Southern baptist,NA
2006,Married,28,White,$20000 - 24999,republican,Catholic,Not applicable,4
2006,Married,52,White,$25000 or more,republican,Protestant,Southern baptist,1
2006,Married,34,White,$25000 or more,republican,None,Not applicable,2
2006,Never married,20,Black,$8000 to 9999,other party,Protestant,Other,NA
2006,Never married,29,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Divorced,61,White,Not applicable,republican,Christian,No denomination,NA
2006,Married,80,Other,Not applicable,democrat,Catholic,Not applicable,NA
2006,Divorced,68,White,Not applicable,democrat,Jewish,Not applicable,NA
2006,Married,63,White,$25000 or more,republican,Protestant,United methodist,3
2006,Separated,49,White,Not applicable,other party,Catholic,Not applicable,NA
2006,Married,51,Black,$10000 - 14999,democrat,Protestant,Other,4
2006,Married,58,White,$25000 or more,democrat,Protestant,Other,NA
2006,Married,65,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Divorced,50,White,$25000 or more,republican,Protestant,Southern baptist,NA
2006,Never married,53,White,$25000 or more,other party,Catholic,Not applicable,NA
2006,Married,57,White,$20000 - 24999,other party,Catholic,Not applicable,7
2006,Widowed,86,Black,Not applicable,democrat,Catholic,Not applicable,3
2006,Divorced,43,Black,$20000 - 24999,other party,Protestant,Baptist-dk which,5
2006,Separated,27,White,$25000 or more,other party,Protestant,Other,NA
2006,Divorced,71,White,Not applicable,democrat,Catholic,Not applicable,3
2006,Married,28,Other,Don't know,other party,Protestant,No denomination,NA
2006,Married,51,White,$25000 or more,republican,None,Not applicable,3
2006,Never married,20,Other,Not applicable,republican,Catholic,Not applicable,3
2006,Never married,49,Black,Not applicable,republican,Protestant,Southern baptist,4
2006,Widowed,81,White,Refused,republican,Catholic,Not applicable,1
2006,Widowed,89,White,Not applicable,other party,None,Not applicable,3
2006,Married,32,White,$25000 or more,republican,Catholic,Not applicable,2
2006,Married,72,White,Not applicable,other party,Protestant,Episcopal,NA
2006,Married,32,White,$25000 or more,democrat,None,Not applicable,1
2006,Never married,34,White,$25000 or more,republican,Protestant,Baptist-dk which,NA
2006,Married,33,White,$20000 - 24999,other party,Protestant,Other,2
2006,Married,74,White,Not applicable,republican,Protestant,United methodist,1
2006,Married,89,White,Not applicable,republican,Protestant,Southern baptist,NA
2006,Married,75,White,Not applicable,republican,Protestant,United methodist,NA
2006,Never married,39,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,59,White,$25000 or more,republican,Protestant,Other,NA
2006,Never married,26,Black,$25000 or more,republican,Protestant,Other presbyterian,5
2006,Divorced,37,White,Not applicable,other party,Jewish,Not applicable,1
2006,Never married,32,White,$8000 to 9999,democrat,Other,Not applicable,NA
2006,Married,44,Other,$25000 or more,democrat,Other eastern,Not applicable,1
2006,Never married,39,Black,$25000 or more,republican,Protestant,Afr meth episcopal,2
2006,Never married,41,Black,Refused,democrat,None,Not applicable,NA
2006,Divorced,54,Black,No answer,democrat,Protestant,Afr meth episcopal,3
2006,Never married,21,White,$10000 - 14999,republican,Protestant,Other,1
2006,Married,53,White,Not applicable,democrat,None,Not applicable,2
2006,Never married,49,Black,Not applicable,democrat,Protestant,Am baptist asso,NA
2006,Never married,27,White,$15000 - 19999,other party,Protestant,Other,NA
2006,Never married,30,Black,$10000 - 14999,democrat,None,Not applicable,5
2006,Divorced,67,Black,$7000 to 7999,democrat,Protestant,Baptist-dk which,NA
2006,Widowed,57,Black,Not applicable,democrat,Protestant,Other,NA
2006,Widowed,70,Black,Not applicable,democrat,Catholic,Not applicable,NA
2006,Divorced,53,Black,$10000 - 14999,democrat,Protestant,Afr meth ep zion,NA
2006,Never married,41,Black,Not applicable,democrat,Protestant,Nat bapt conv of am,NA
2006,Married,35,White,$25000 or more,democrat,Protestant,No denomination,NA
2006,Married,75,White,Not applicable,republican,Protestant,Am baptist asso,NA
2006,Married,28,White,Not applicable,democrat,Protestant,Other,1
2006,Never married,24,White,Not applicable,republican,Protestant,Presbyterian-dk wh,3
2006,Never married,23,Other,No answer,democrat,None,Not applicable,NA
2006,Widowed,68,White,Not applicable,republican,Protestant,"Presbyterian, merged",NA
2006,Never married,27,White,$25000 or more,republican,Protestant,Am baptist asso,NA
2006,Never married,29,White,$15000 - 19999,democrat,None,Not applicable,NA
2006,Never married,26,White,$20000 - 24999,democrat,None,Not applicable,NA
2006,Never married,54,White,$25000 or more,democrat,Protestant,Presbyterian c in us,NA
2006,Never married,67,White,Not applicable,democrat,None,Not applicable,NA
2006,Never married,31,White,$25000 or more,democrat,None,Not applicable,NA
2006,Married,34,White,Not applicable,republican,Protestant,Baptist-dk which,2
2006,Married,21,White,Lt $1000,democrat,Protestant,Luth ch in america,5
2006,Married,26,White,$15000 - 19999,democrat,None,Not applicable,0
2006,Married,26,White,$25000 or more,republican,Other,Not applicable,NA
2006,Married,66,White,$10000 - 14999,republican,Protestant,Southern baptist,NA
2006,Never married,22,Black,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Married,53,White,$7000 to 7999,democrat,None,Not applicable,NA
2006,Widowed,59,Black,$20000 - 24999,democrat,Protestant,Baptist-dk which,NA
2006,Never married,21,White,$25000 or more,democrat,None,Not applicable,NA
2006,Divorced,60,White,Refused,other party,Protestant,Episcopal,3
2006,Never married,25,White,No answer,democrat,None,Not applicable,NA
2006,Married,60,Black,Not applicable,democrat,Protestant,Other,NA
2006,Married,55,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Separated,50,Black,$20000 - 24999,other party,None,Not applicable,NA
2006,Married,26,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Never married,27,Black,Not applicable,democrat,Protestant,Presbyterian-dk wh,5
2006,Never married,21,Black,Not applicable,democrat,Christian,No denomination,NA
2006,Never married,21,White,$8000 to 9999,republican,Protestant,Presbyterian-dk wh,1
2006,Married,72,White,Refused,democrat,Jewish,Not applicable,NA
2006,Never married,20,Black,$4000 to 4999,democrat,Protestant,Southern baptist,NA
2006,Married,28,Black,Lt $1000,democrat,Protestant,Other,NA
2006,Married,66,White,$10000 - 14999,republican,Protestant,Southern baptist,3
2006,Widowed,83,White,Not applicable,republican,Catholic,Not applicable,2
2006,Never married,41,White,Not applicable,republican,Jewish,Not applicable,NA
2006,Married,57,White,$25000 or more,republican,Protestant,Am lutheran,NA
2006,Divorced,33,White,$25000 or more,republican,None,Not applicable,NA
2006,Divorced,66,White,$8000 to 9999,republican,Protestant,"Presbyterian, merged",3
2006,Widowed,76,White,Not applicable,republican,Protestant,Episcopal,NA
2006,Married,54,White,Not applicable,democrat,Protestant,No denomination,NA
2006,Divorced,36,Black,$25000 or more,republican,Protestant,No denomination,NA
2006,Divorced,66,White,Not applicable,democrat,Protestant,Other,4
2006,Married,36,White,$4000 to 4999,republican,Protestant,Southern baptist,NA
2006,Never married,23,White,$1000 to 2999,republican,Protestant,No denomination,NA
2006,Married,41,White,Not applicable,republican,Protestant,Other,1
2006,Divorced,59,Black,Not applicable,democrat,Protestant,Baptist-dk which,6
2006,Divorced,33,Other,$25000 or more,republican,Protestant,Presbyterian c in us,NA
2006,Married,59,White,$25000 or more,republican,Protestant,Other,4
2006,Married,74,White,Not applicable,republican,Protestant,United methodist,4
2006,Married,37,White,Not applicable,democrat,Protestant,Other,4
2006,Never married,32,Other,Not applicable,other party,Catholic,Not applicable,NA
2006,Divorced,45,Black,$25000 or more,democrat,Protestant,Other,3
2006,Married,60,White,$25000 or more,democrat,None,Not applicable,NA
2006,Never married,30,White,$25000 or more,republican,Protestant,No denomination,2
2006,Married,38,White,$25000 or more,republican,Protestant,Other,NA
2006,Married,30,White,$10000 - 14999,other party,Catholic,Not applicable,NA
2006,Married,29,White,$25000 or more,republican,Protestant,No denomination,NA
2006,Married,55,White,Not applicable,democrat,Protestant,Baptist-dk which,2
2006,Married,26,White,Lt $1000,republican,Catholic,Not applicable,6
2006,Married,52,White,$25000 or more,democrat,Protestant,No denomination,NA
2006,Married,51,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Never married,22,White,Not applicable,republican,Catholic,Not applicable,3
2006,Never married,29,Black,$10000 - 14999,other party,Christian,Don't know,NA
2006,Never married,30,White,$25000 or more,republican,Protestant,No denomination,NA
2006,Never married,41,Black,Not applicable,democrat,Christian,No denomination,2
2006,Married,69,White,$25000 or more,democrat,Protestant,Other,NA
2006,Married,61,White,$20000 - 24999,republican,Catholic,Not applicable,NA
2006,Married,39,Black,$20000 - 24999,republican,Protestant,No denomination,2
2006,Never married,23,Black,$1000 to 2999,democrat,Moslem/islam,Not applicable,1
2006,Divorced,49,White,$15000 - 19999,republican,Protestant,No denomination,NA
2006,Married,53,White,$25000 or more,democrat,Protestant,Other,NA
2006,Divorced,NA,Black,$25000 or more,democrat,Protestant,Nat bapt conv usa,NA
2006,Married,37,Black,$25000 or more,democrat,Protestant,No denomination,4
2006,Never married,25,Black,$20000 - 24999,democrat,Protestant,Southern baptist,NA
2006,Never married,28,Black,Not applicable,democrat,Protestant,Other,NA
2006,Divorced,64,White,Not applicable,republican,Protestant,Southern baptist,NA
2006,Never married,41,White,$20000 - 24999,republican,Protestant,Southern baptist,NA
2006,Divorced,57,White,$25000 or more,democrat,Protestant,Baptist-dk which,2
2006,Widowed,68,White,Not applicable,democrat,Protestant,United methodist,NA
2006,Married,71,Black,Not applicable,democrat,Protestant,Other,5
2006,Divorced,58,White,$20000 - 24999,democrat,Protestant,Southern baptist,5
2006,Divorced,35,Other,$1000 to 2999,democrat,Catholic,Not applicable,3
2006,Divorced,46,White,$25000 or more,republican,Protestant,Other,NA
2006,Married,43,White,$15000 - 19999,democrat,Protestant,Southern baptist,NA
2006,Widowed,72,White,$25000 or more,democrat,Protestant,Other,NA
2006,Married,54,White,Refused,other party,Catholic,Not applicable,4
2006,Married,63,White,Not applicable,republican,Protestant,United methodist,2
2006,Married,53,White,$25000 or more,democrat,Protestant,Other baptists,NA
2006,Married,52,White,Refused,other party,Protestant,No denomination,2
2006,Separated,71,Black,No answer,democrat,Protestant,Other,NA
2006,Married,48,White,$25000 or more,other party,Protestant,Southern baptist,NA
2006,Divorced,39,White,$25000 or more,democrat,Protestant,Southern baptist,1
2006,Married,70,White,Not applicable,other party,Protestant,No denomination,2
2006,Married,38,White,$15000 - 19999,republican,Protestant,United methodist,1
2006,Married,39,White,Not applicable,other party,Protestant,Southern baptist,NA
2006,Divorced,35,White,$10000 - 14999,democrat,Protestant,Southern baptist,3
2006,Married,77,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Married,38,White,$25000 or more,other party,Protestant,No denomination,4
2006,Married,38,White,$25000 or more,other party,Protestant,Baptist-dk which,NA
2006,Never married,45,White,$25000 or more,democrat,None,Not applicable,NA
2006,Married,57,White,Refused,other party,Protestant,Southern baptist,NA
2006,Married,32,White,Not applicable,republican,Protestant,Other,2
2006,Married,32,White,Not applicable,other party,Christian,No denomination,NA
2006,Never married,55,White,Not applicable,republican,Protestant,Baptist-dk which,NA
2006,Married,36,White,$25000 or more,other party,Protestant,Southern baptist,NA
2006,Married,59,White,$25000 or more,republican,None,Not applicable,NA
2006,Married,75,White,$25000 or more,other party,Protestant,Other,3
2006,Never married,75,White,Not applicable,other party,Catholic,Not applicable,5
2006,Married,47,Other,Refused,other party,Catholic,Not applicable,NA
2006,Widowed,61,Other,$1000 to 2999,other party,Catholic,Not applicable,1
2006,Married,54,Other,Refused,other party,Protestant,Baptist-dk which,NA
2006,Separated,35,Other,Not applicable,republican,None,Not applicable,4
2006,Never married,30,Other,Not applicable,other party,None,Not applicable,1
2006,Divorced,33,Other,Not applicable,democrat,Christian,No denomination,NA
2006,Never married,23,Other,Not applicable,democrat,Catholic,Not applicable,NA
2006,Widowed,46,Other,Not applicable,other party,Christian,No denomination,NA
2006,Married,49,Other,$10000 - 14999,other party,Catholic,Not applicable,NA
2006,Married,35,Other,$25000 or more,democrat,Catholic,Not applicable,2
2006,Married,47,Other,Don't know,other party,Catholic,Not applicable,NA
2006,Married,71,Other,$25000 or more,democrat,None,Not applicable,1
2006,Married,35,Other,Don't know,republican,Catholic,Not applicable,NA
2006,Married,48,Other,$25000 or more,other party,Catholic,Not applicable,NA
2006,Separated,52,Other,$8000 to 9999,other party,Catholic,Not applicable,2
2006,Never married,20,White,Refused,republican,Protestant,Other,NA
2006,Married,34,Other,Not applicable,other party,Catholic,Not applicable,3
2006,Married,49,Other,$4000 to 4999,democrat,Catholic,Not applicable,4
2006,Married,33,Other,Lt $1000,other party,None,Not applicable,NA
2006,Married,70,Other,No answer,democrat,Catholic,Not applicable,2
2006,Married,43,Other,$25000 or more,democrat,Catholic,Not applicable,1
2006,Married,71,Other,Not applicable,democrat,Catholic,Not applicable,5
2006,Never married,19,Other,Not applicable,republican,Protestant,Other,NA
2006,Never married,36,Other,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Divorced,41,Other,$20000 - 24999,democrat,Catholic,Not applicable,4
2006,Divorced,43,White,$25000 or more,democrat,Protestant,Presbyterian c in us,NA
2006,Widowed,30,White,$25000 or more,republican,Jewish,Not applicable,NA
2006,Married,64,Other,Not applicable,democrat,Catholic,Not applicable,4
2006,Married,40,Other,Refused,other party,Protestant,Other,NA
2006,Married,49,Other,Don't know,republican,Catholic,Not applicable,NA
2006,Married,58,Other,Not applicable,other party,Christian,No denomination,NA
2006,Never married,39,Other,$8000 to 9999,democrat,Catholic,Not applicable,NA
2006,Divorced,31,Other,$10000 - 14999,republican,Protestant,Other,3
2006,Divorced,32,Other,$15000 - 19999,other party,Catholic,Not applicable,3
2006,Never married,19,Other,$6000 to 6999,other party,None,Not applicable,1
2006,Married,47,Other,$25000 or more,other party,Catholic,Not applicable,2
2006,Married,37,Other,$25000 or more,other party,Catholic,Not applicable,NA
2006,Married,32,Other,$20000 - 24999,other party,Catholic,Not applicable,2
2006,Married,20,Other,$1000 to 2999,other party,Protestant,Other,NA
2006,Divorced,51,Other,Not applicable,other party,Catholic,Not applicable,3
2006,Separated,29,Other,Refused,other party,Catholic,Not applicable,NA
2006,Married,53,Other,Refused,other party,Catholic,Not applicable,NA
2006,Married,52,Other,$20000 - 24999,democrat,Catholic,Not applicable,NA
2006,Married,38,Other,Not applicable,other party,Catholic,Not applicable,4
2006,Married,41,Other,$10000 - 14999,other party,Catholic,Not applicable,NA
2006,Married,28,Other,$10000 - 14999,other party,None,Not applicable,2
2006,Married,37,Other,Don't know,other party,Catholic,Not applicable,NA
2006,Never married,45,Other,Not applicable,democrat,Catholic,Not applicable,NA
2006,Divorced,42,Other,$4000 to 4999,other party,Catholic,Not applicable,3
2006,Married,34,Other,Not applicable,other party,Protestant,Other,2
2006,Married,39,Other,$25000 or more,other party,Catholic,Not applicable,2
2006,Married,33,Other,Don't know,other party,Catholic,Not applicable,NA
2006,Married,42,Other,Not applicable,other party,Protestant,Other,NA
2006,Married,33,Other,Not applicable,other party,Catholic,Not applicable,NA
2006,Married,55,Other,Not applicable,other party,Catholic,Not applicable,NA
2006,Divorced,55,White,$25000 or more,democrat,None,Not applicable,NA
2006,Married,70,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Married,39,White,$25000 or more,republican,None,Not applicable,NA
2006,Married,39,Black,$25000 or more,republican,Catholic,Not applicable,4
2006,Married,35,Other,$25000 or more,republican,Christian,No denomination,NA
2006,Never married,19,White,$8000 to 9999,other party,Protestant,Lutheran-mo synod,1
2006,Divorced,42,Black,$20000 - 24999,democrat,Protestant,Southern baptist,NA
2006,Never married,27,White,$25000 or more,republican,Catholic,Not applicable,2
2006,Married,31,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Married,39,White,$25000 or more,republican,Protestant,Other,3
