token,pos
"""",PUNCT
Amory,PROPN
declared,VERB
to,ADP
Tom,PROPN
",",PUNCT
"""",PUNCT
he,PRON
's,AUX
the,DET
first,ADJ
contemporary,NOUN
I,PRON
've,AUX
ever,ADV
met,VERB
whom,PRON
I,PRON
'll,AUX
admit,VERB
is,AUX
my,PRON
superior,ADJ
in,ADP
mental,ADJ
capacity,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
It,PRON
's,AUX
a,DET
bad,ADJ
time,NOUN
to,PART
admit,VERB
it,PRON
--,PUNCT
people,NOUN
are,AUX
beginning,VERB
to,PART
think,VERB
he,PRON
's,AUX
odd,ADJ
.,PUNCT
"""",PUNCT
"""",PUNCT
He,PRON
's,AUX
way,ADV
over,ADP
their,PRON
heads,NOUN
--,PUNCT
you,PRON
know,VERB
you,PRON
think,VERB
so,ADV
yourself,PRON
when,ADV
you,PRON
talk,VERB
to,ADP
him,PRON
--,PUNCT
Good,PROPN
Lord,PROPN
",",PUNCT
Tom,PROPN
",",PUNCT
you,PRON
_used_,SYM
to,PART
stand,VERB
out,ADP
against,ADP
',PUNCT
people,NOUN
.,PUNCT
',PUNCT
Success,NOUN
has,AUX
completely,ADV
conventionalized,VERB
you,PRON
.,PUNCT
"""",PUNCT
Tom,PROPN
grew,VERB
rather,ADV
annoyed,ADJ
.,PUNCT
"""",PUNCT
What,PRON
's,AUX
he,PRON
trying,VERB
to,PART
do,VERB
--,PUNCT
be,AUX
excessively,ADV
holy,ADV
?,PUNCT
"""",PUNCT
"""",PUNCT
No,INTJ
!,PUNCT
not,PART
like,ADP
anybody,PRON
you,PRON
've,AUX
ever,ADV
seen,VERB
.,PUNCT
Never,ADV
enters,VERB
the,DET
Philadelphian,PROPN
Society,PROPN
.,PUNCT
He,PRON
has,VERB
no,DET
faith,NOUN
in,ADP
that,DET
rot,NOUN
.,PUNCT
He,PRON
does,AUX
n't,PART
believe,VERB
that,DET
public,NOUN
swimming,VERB
-,PUNCT
pools,NOUN
and,CCONJ
a,DET
kind,NOUN
word,NOUN
in,ADP
time,NOUN
will,AUX
right,VERB
the,DET
wrongs,NOUN
of,ADP
the,DET
world,NOUN
;,PUNCT
moreover,NOUN
",",PUNCT
he,PRON
takes,VERB
a,DET
drink,NOUN
whenever,ADV
he,PRON
feels,VERB
like,ADP
it,PRON
.,PUNCT
"""",PUNCT
"""",PUNCT
He,PRON
certainly,ADV
is,AUX
getting,VERB
in,ADP
wrong,ADJ
.,PUNCT
"""",PUNCT
"""",PUNCT
Have,AUX
you,PRON
talked,VERB
to,ADP
him,PRON
lately,ADV
?,PUNCT
"""",PUNCT
"""",PUNCT
No,INTJ
.,PUNCT
"""",PUNCT
"""",PUNCT
Then,ADV
you,PRON
have,AUX
n't,PART
any,DET
conception,NOUN
of,ADP
him,PRON
.,PUNCT
"""",PUNCT
The,DET
argument,NOUN
ended,VERB
nowhere,ADV
",",PUNCT
but,CCONJ
Amory,PROPN
noticed,VERB
more,ADJ
than,SCONJ
ever,ADV
how,ADV
the,DET
sentiment,NOUN
toward,ADP
Burne,PROPN
had,AUX
changed,VERB
on,ADP
the,DET
campus,NOUN
.,PUNCT
"""",PUNCT
It,PRON
's,AUX
odd,ADJ
",",PUNCT
"""",PUNCT
Amory,PROPN
said,VERB
to,ADP
Tom,PROPN
one,NUM
night,NOUN
when,ADV
they,PRON
had,AUX
grown,VERB
more,ADJ
amicable,ADJ
on,ADP
the,DET
subject,NOUN
",",PUNCT
"""",PUNCT
that,SCONJ
the,DET
people,NOUN
who,PRON
violently,ADV
disapprove,NUM
of,ADP
Burne,PROPN
's,PART
radicalism,NOUN
are,AUX
distinctly,ADV
the,DET
Pharisee,PROPN
class,NOUN
--,PUNCT
I,PRON
mean,VERB
they,PRON
're,AUX
the,DET
best,ADJ
-,PUNCT
educated,ADJ
men,NOUN
in,ADP
college,NOUN
--,PUNCT
the,DET
editors,NOUN
of,ADP
the,DET
papers,NOUN
",",PUNCT
like,ADP
yourself,PRON
and,CCONJ
Ferrenby,PROPN
",",PUNCT
the,DET
younger,ADJ
professors,NOUN
....,PUNCT
The,DET
illiterate,ADJ
athletes,NOUN
like,VERB
Langueduc,PROPN
think,VERB
he,PRON
's,AUX
getting,VERB
eccentric,ADJ
",",PUNCT
but,CCONJ
they,PRON
just,ADV
say,VERB
",",PUNCT
',PUNCT
Good,ADJ
old,ADJ
Burne,PROPN
has,AUX
got,VERB
some,DET
queer,NOUN
ideas,NOUN
in,ADP
his,PRON
head,NOUN
",",PUNCT
',PUNCT
and,CCONJ
pass,VERB
on,ADP
--,PUNCT
the,DET
Pharisee,NOUN
class,NOUN
--,PUNCT
Gee!,PROPN
they,PRON
ridicule,VERB
him,PRON
unmercifully,ADV
.,PUNCT
"""",PUNCT
The,DET
next,ADJ
morning,NOUN
he,PRON
met,VERB
Burne,PROPN
hurrying,VERB
along,ADP
McCosh,PROPN
walk,VERB
after,ADP
a,DET
recitation,NOUN
.,PUNCT
"""",PUNCT
Whither,DET
bound,ADJ
",",PUNCT
Tsar,PROPN
?,PUNCT
"""",PUNCT
"""",PUNCT
Over,X
to,ADP
the,DET
Prince,PROPN
office,NOUN
to,PART
see,VERB
Ferrenby,PROPN
",",PUNCT
"""",PUNCT
he,PRON
waved,VERB
a,DET
copy,NOUN
of,ADP
the,DET
morning,NOUN
's,AUX
Princetonian,ADJ
at,ADP
Amory,PROPN
.,PUNCT
"""",PUNCT
He,PRON
wrote,VERB
this,DET
editorial,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Going,VERB
to,PART
flay,VERB
him,PRON
alive,ADJ
?,PUNCT
"""",PUNCT
"""",PUNCT
No,INTJ
--,PUNCT
but,CCONJ
he,PRON
's,AUX
got,VERB
me,PRON
all,DET
balled,VERB
up,ADP
.,PUNCT
Either,CCONJ
I,PRON
've,AUX
misjudged,VERB
him,PRON
or,CCONJ
he,PRON
's,AUX
suddenly,ADV
become,VERB
the,DET
world,NOUN
's,PART
worst,ADV
radical,ADJ
.,PUNCT
"""",PUNCT
Burne,PRON
hurried,VERB
on,ADP
",",PUNCT
and,CCONJ
it,PRON
was,AUX
several,ADJ
days,NOUN
before,ADP
Amory,PROPN
heard,VERB
an,DET
account,NOUN
of,ADP
the,DET
ensuing,VERB
conversation,NOUN
.,PUNCT
Burne,PRON
had,AUX
come,VERB
into,ADP
the,DET
editor,NOUN
's,PART
sanctum,NOUN
displaying,VERB
the,DET
paper,NOUN
cheerfully,ADV
.,PUNCT
"""",PUNCT
Hello,INTJ
",",PUNCT
Jesse,PROPN
.,PUNCT
"""",PUNCT
"""",PUNCT
Hello,INTJ
there,ADV
",",PUNCT
Savonarola,PROPN
.,PUNCT
"""",PUNCT
"""",PUNCT
I,PRON
just,ADV
read,VERB
your,PRON
editorial,ADJ
.,PUNCT
"""",PUNCT
"""",PUNCT
Good,ADJ
boy,NOUN
--,PUNCT
did,AUX
n't,PART
know,VERB
you,PRON
stooped,VERB
that,SCONJ
low,ADJ
.,PUNCT
"""",PUNCT
"""",PUNCT
Jesse,PROPN
",",PUNCT
you,PRON
startled,VERB
me,PRON
.,PUNCT
"""",PUNCT
"""",PUNCT
How,ADV
so,ADV
?,PUNCT
"""",PUNCT
"""",PUNCT
Are,AUX
n't,PART
you,PRON
afraid,ADJ
the,DET
faculty,NOUN
'll,AUX
get,VERB
after,ADP
you,PRON
if,SCONJ
you,PRON
pull,VERB
this,PRON
irreligious,ADJ
stuff,NOUN
?,PUNCT
"""",PUNCT
"""",PUNCT
What,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
Like,ADP
this,DET
morning,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
What,PRON
the,DET
devil,NOUN
--,PUNCT
that,SCONJ
editorial,ADJ
was,AUX
on,ADP
the,DET
coaching,NOUN
system,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Yes,INTJ
",",PUNCT
but,CCONJ
that,DET
quotation,NOUN
--,PUNCT
"""",PUNCT
Jesse,PRON
sat,VERB
up,ADP
.,PUNCT
"""",PUNCT
What,DET
quotation,NOUN
?,PUNCT
"""",PUNCT
"""",PUNCT
You,PRON
know,VERB
:,PUNCT
',PUNCT
He,PRON
who,PRON
is,AUX
not,PART
with,ADP
me,PRON
is,AUX
against,ADP
me,PRON
.,PUNCT
',PUNCT
"""",PUNCT
"""",PUNCT
Well,INTJ
--,PUNCT
what,PRON
about,ADP
it,PRON
?,PUNCT
"""",PUNCT
Jesse,PRON
was,AUX
puzzled,VERB
but,CCONJ
not,PART
alarmed,VERB
.,PUNCT
"""",PUNCT
Well,INTJ
",",PUNCT
you,PRON
say,VERB
here,ADV
--,PUNCT
let,VERB
me,PRON
see,VERB
.,PUNCT
"""",PUNCT
Burne,PROPN
opened,VERB
the,DET
paper,NOUN
and,CCONJ
read,VERB
:,PUNCT
"""",PUNCT
'_,PUNCT
He,PRON
who,PRON
is,AUX
not,PART
with,ADP
me,PRON
is,AUX
against,ADP
me_,SYM
",",PUNCT
as,SCONJ
that,DET
gentleman,NOUN
said,VERB
who,PRON
was,AUX
notoriously,ADV
capable,ADJ
of,ADP
only,ADV
coarse,ADJ
distinctions,NOUN
and,CCONJ
puerile,NOUN
generalities,NOUN
.,PUNCT
',PUNCT
"""",PUNCT
"""",PUNCT
What,PRON
of,ADP
it,PRON
?,PUNCT
"""",PUNCT
Ferrenby,PROPN
began,VERB
to,PART
look,VERB
alarmed,ADJ
.,PUNCT
"""",PUNCT
Oliver,PROPN
Cromwell,PROPN
said,VERB
it,PRON
",",PUNCT
did,AUX
n't,PART
he,PRON
?,PUNCT
or,CCONJ
was,AUX
it,PRON
Washington,PROPN
",",PUNCT
or,CCONJ
one,NUM
of,ADP
the,DET
saints,NOUN
?,PUNCT
Good,PROPN
Lord,PROPN
",",PUNCT
I,PRON
've,AUX
forgotten,ADJ
.,PUNCT
"""",PUNCT
Burne,PROPN
roared,VERB
with,ADP
laughter,NOUN
.,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
Jesse,PROPN
",",PUNCT
oh,INTJ
",",PUNCT
good,ADJ
",",PUNCT
kind,ADJ
Jesse,PROPN
.,PUNCT
"""",PUNCT
"""",PUNCT
Who,PRON
said,VERB
it,PRON
",",PUNCT
for,ADP
Pete,PROPN
's,PART
sake,NOUN
?,PUNCT
"""",PUNCT
"""",PUNCT
Well,INTJ
",",PUNCT
"""",PUNCT
said,VERB
Burne,PROPN
",",PUNCT
recovering,VERB
his,PRON
voice,NOUN
",",PUNCT
"""",PUNCT
St,PROPN
.,PUNCT
Matthew,NOUN
attributes,VERB
it,PRON
to,PART
Christ,INTJ
.,PUNCT
"""",PUNCT
"""",PUNCT
My,PRON
God,PROPN
!,PUNCT
"""",PUNCT
cried,VERB
Jesse,PROPN
",",PUNCT
and,CCONJ
collapsed,VERB
backward,ADV
into,ADP
the,DET
waste,NOUN
-,PUNCT
basket,NOUN
.,PUNCT
*****,PUNCT
AMORY,X
WRITES,X
A,X
POEM,X
The,DET
weeks,NOUN
tore,VERB
by,ADP
.,PUNCT
Amory,PROPN
wandered,VERB
occasionally,ADV
to,ADP
New,PROPN
York,PROPN
on,ADP
the,DET
chance,NOUN
of,SCONJ
finding,VERB
a,DET
new,ADJ
shining,NOUN
green,NOUN
auto-,PUNCT
bus,NOUN
",",PUNCT
that,SCONJ
its,PRON
stick,NOUN
-,PUNCT
of,ADP
-,PUNCT
candy,NOUN
glamour,PRON
might,AUX
penetrate,VERB
his,PRON
disposition,NOUN
.,PUNCT
One,NUM
day,NOUN
he,PRON
ventured,VERB
into,ADP
a,DET
stock,NOUN
-,PUNCT
company,NOUN
revival,NOUN
of,ADP
a,DET
play,NOUN
whose,PRON
name,NOUN
was,AUX
faintly,ADV
familiar,ADJ
.,PUNCT
The,DET
curtain,NOUN
rose,VERB
--,PUNCT
he,PRON
watched,VERB
casually,ADV
as,ADP
a,DET
girl,NOUN
entered,VERB
.,PUNCT
A,DET
few,ADJ
phrases,NOUN
rang,VERB
in,ADP
his,PRON
ear,NOUN
and,CCONJ
touched,VERB
a,DET
faint,NOUN
chord,NOUN
of,ADP
memory,NOUN
.,PUNCT
Where,ADV
--?,PUNCT
When,ADV
--?,PUNCT
Then,ADV
he,PRON
seemed,VERB
to,PART
hear,VERB
a,DET
voice,NOUN
whispering,VERB
beside,ADP
him,PRON
",",PUNCT
a,DET
very,ADV
soft,ADJ
",",PUNCT
vibrant,ADJ
voice,NOUN
:,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
I,PRON
'm,AUX
such,ADJ
a,DET
poor,ADJ
little,ADJ
fool,NOUN
;,PUNCT
_do_,SYM
tell,VERB
me,PRON
when,ADV
I,PRON
do,VERB
wrong,ADJ
.,PUNCT
"""",PUNCT
The,DET
solution,NOUN
came,VERB
in,ADP
a,DET
flash,NOUN
and,CCONJ
he,PRON
had,VERB
a,DET
quick,ADJ
",",PUNCT
glad,ADJ
memory,NOUN
of,ADP
Isabelle,PROPN
.,PUNCT
He,PRON
found,VERB
a,DET
blank,ADJ
space,NOUN
on,ADP
his,PRON
programme,NOUN
",",PUNCT
and,CCONJ
began,VERB
to,PART
scribble,VERB
rapidly,ADV
:,PUNCT
"""",PUNCT
Here,ADV
in,ADP
the,DET
figured,VERB
dark,NOUN
I,PRON
watch,VERB
once,ADV
more,ADJ
",",PUNCT
There,PRON
",",PUNCT
with,ADP
the,DET
curtain,NOUN
",",PUNCT
roll,VERB
the,DET
years,NOUN
away,ADV
;,PUNCT
Two,NUM
years,NOUN
of,ADP
years,NOUN
--,PUNCT
there,PRON
was,VERB
an,DET
idle,ADJ
day,NOUN
Of,ADP
ours,PRON
",",PUNCT
when,ADV
happy,ADJ
endings,NOUN
did,AUX
n't,PART
bore,VERB
Our,PRON
unfermented,ADJ
souls,NOUN
;,PUNCT
I,PRON
could,AUX
adore,VERB
Your,PRON
eager,ADJ
face,NOUN
beside,ADP
me,PRON
",",PUNCT
wide,ADV
-,PUNCT
eyed,VERB
",",PUNCT
gay,INTJ
",",PUNCT
Smiling,VERB
a,DET
repertoire,NOUN
while,SCONJ
the,DET
poor,ADJ
play,NOUN
Reached,VERB
me,PRON
as,ADP
a,DET
faint,NOUN
ripple,NOUN
reaches,NOUN
shore,NOUN
.,PUNCT
"""",PUNCT
Yawning,VERB
and,CCONJ
wondering,VERB
an,DET
evening,NOUN
through,ADV
",",PUNCT
I,PRON
watch,VERB
alone,ADV
...,PUNCT
and,CCONJ
chatterings,NOUN
",",PUNCT
of,ADV
course,ADV
",",PUNCT
Spoil,VERB
the,DET
one,NUM
scene,NOUN
which,PRON
",",PUNCT
somehow,ADV
",",PUNCT
_,SYM
did,AUX
_,SYM
have,VERB
charms,NOUN
;,PUNCT
You,PRON
wept,VERB
a,DET
bit,NOUN
",",PUNCT
and,CCONJ
I,PRON
grew,VERB
sad,ADJ
for,ADP
you,PRON
Right,ADV
here,ADV
!,PUNCT
Where,ADV
Mr.,PROPN
X,PROPN
defends,VERB
divorce,NOUN
And,CCONJ
What,PRON
's,PART
-,PUNCT
Her,PROPN
-,PUNCT
Name,PROPN
falls,VERB
fainting,VERB
in,ADP
his,PRON
arms,NOUN
.,PUNCT
"""",PUNCT
*****,PUNCT
STILL,ADV
CALM,X
"""",PUNCT
Ghosts,NOUN
are,AUX
such,ADJ
dumb,ADJ
things,NOUN
",",PUNCT
"""",PUNCT
said,VERB
Alec,PROPN
",",PUNCT
"""",PUNCT
they,PRON
're,AUX
slow,ADJ
-,PUNCT
witted,VERB
.,PUNCT
I,PRON
can,AUX
always,ADV
outguess,VERB
a,DET
ghost,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
How,ADV
?,PUNCT
"""",PUNCT
asked,VERB
Tom,PROPN
.,PUNCT
"""",PUNCT
Well,INTJ
",",PUNCT
it,PRON
depends,VERB
where,ADV
.,PUNCT
Take,VERB
a,DET
bedroom,NOUN
",",PUNCT
for,ADP
example,NOUN
.,PUNCT
If,SCONJ
you,PRON
use,VERB
_,SYM
any,DET
_,SYM
discretion,NOUN
a,DET
ghost,NOUN
can,AUX
never,ADV
get,VERB
you,PRON
in,ADP
a,DET
bedroom,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Go,VERB
on,ADV
",",PUNCT
s'pose,PRON
you,PRON
think,VERB
there,PRON
's,VERB
maybe,ADV
a,DET
ghost,NOUN
in,ADP
your,PRON
bedroom,NOUN
--,PUNCT
what,PRON
measures,NOUN
do,AUX
you,PRON
take,VERB
on,SCONJ
getting,VERB
home,ADV
at,ADP
night,NOUN
?,PUNCT
"""",PUNCT
demanded,VERB
Amory,PROPN
",",PUNCT
interested,ADJ
.,PUNCT
"""",PUNCT
Take,VERB
a,DET
stick,NOUN
"""",PUNCT
answered,VERB
Alec,PROPN
",",PUNCT
with,ADP
ponderous,ADJ
reverence,NOUN
",",PUNCT
"""",PUNCT
one,NUM
about,ADP
the,DET
length,NOUN
of,ADP
a,DET
broom,NOUN
-,PUNCT
handle,NOUN
.,PUNCT
Now,ADV
",",PUNCT
the,DET
first,ADJ
thing,NOUN
to,PART
do,VERB
is,VERB
to,PART
get,VERB
the,DET
room,NOUN
_cleared_--to,PART
do,VERB
this,PRON
you,PRON
rush,VERB
with,ADP
your,PRON
eyes,NOUN
closed,VERB
into,ADP
your,PRON
study,NOUN
and,CCONJ
turn,VERB
on,ADP
the,DET
lights,NOUN
--,PUNCT
next,ADJ
",",PUNCT
approaching,VERB
the,DET
closet,NOUN
",",PUNCT
carefully,ADV
run,VERB
the,DET
stick,NOUN
in,ADP
the,DET
door,NOUN
three,NUM
or,CCONJ
four,NUM
times,NOUN
.,PUNCT
Then,ADV
",",PUNCT
if,SCONJ
nothing,PRON
happens,VERB
",",PUNCT
you,PRON
can,AUX
look,VERB
in,ADP
.,PUNCT
_,SYM
Always,PROPN
",",PUNCT
always,ADV
_,SYM
run,VERB
the,DET
stick,NOUN
in,ADP
viciously,ADV
first--_never_,SYM
look,VERB
first,ADV
!,PUNCT
"""",PUNCT
"""",PUNCT
Of,ADV
course,ADV
",",PUNCT
that,PRON
's,AUX
the,DET
ancient,ADJ
Celtic,ADJ
school,NOUN
",",PUNCT
"""",PUNCT
said,VERB
Tom,PROPN
gravely,ADV
.,PUNCT
"""",PUNCT
Yes,INTJ
--,PUNCT
but,CCONJ
they,PRON
usually,ADV
pray,VERB
first,ADV
.,PUNCT
Anyway,INTJ
",",PUNCT
you,PRON
use,VERB
this,DET
method,NOUN
to,PART
clear,VERB
the,DET
closets,NOUN
and,CCONJ
also,ADV
for,ADP
behind,ADP
all,DET
doors,NOUN
--,PUNCT
"""",PUNCT
"""",PUNCT
And,CCONJ
the,DET
bed,NOUN
",",PUNCT
"""",PUNCT
Amory,PROPN
suggested,VERB
.,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
Amory,INTJ
",",PUNCT
no,INTJ
!,PUNCT
"""",PUNCT
cried,VERB
Alec,PROPN
in,ADP
horror,NOUN
.,PUNCT
"""",PUNCT
That,PRON
is,AUX
n't,PART
the,DET
way,NOUN
--,PUNCT
the,DET
bed,NOUN
requires,VERB
different,ADJ
tactics,NOUN
--,PUNCT
let,VERB
the,DET
bed,NOUN
alone,ADV
",",PUNCT
as,SCONJ
you,PRON
value,VERB
your,PRON
reason,NOUN
--,PUNCT
if,SCONJ
there,PRON
is,VERB
a,DET
ghost,NOUN
in,ADP
the,DET
room,NOUN
and,CCONJ
that,PRON
's,AUX
only,ADV
about,ADP
a,DET
third,NOUN
of,ADP
the,DET
time,NOUN
",",PUNCT
it,PRON
is,AUX
_almost,VERB
always,ADV
_,SYM
under,ADP
the,DET
bed,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Well,INTJ
"""",PUNCT
Amory,PROPN
began,VERB
.,PUNCT
Alec,PROPN
waved,VERB
him,PRON
into,ADP
silence,NOUN
.,PUNCT
"""",PUNCT
Of,ADP
_course,NOUN
_,SYM
you,PRON
never,ADV
look,VERB
.,PUNCT
You,PRON
stand,VERB
in,ADP
the,DET
middle,NOUN
of,ADP
the,DET
floor,NOUN
and,CCONJ
before,SCONJ
he,PRON
knows,VERB
what,PRON
you,PRON
're,AUX
going,VERB
to,PART
do,AUX
make,VERB
a,DET
sudden,ADJ
leap,NOUN
for,ADP
the,DET
bed,NOUN
--,PUNCT
never,ADV
walk,VERB
near,ADP
the,DET
bed,NOUN
;,PUNCT
to,ADP
a,DET
ghost,NOUN
your,PRON
ankle,NOUN
is,AUX
your,PRON
most,ADJ
vulnerable,ADJ
part,NOUN
--,PUNCT
once,ADV
in,ADP
bed,NOUN
",",PUNCT
you,PRON
're,AUX
safe,ADJ
;,PUNCT
he,PRON
may,AUX
lie,VERB
around,ADV
under,ADP
the,DET
bed,VERB
all,DET
night,NOUN
",",PUNCT
but,CCONJ
you,PRON
're,AUX
safe,ADJ
as,ADP
daylight,NOUN
.,PUNCT
If,SCONJ
you,PRON
still,ADV
have,VERB
doubts,NOUN
pull,VERB
the,DET
blanket,NOUN
over,ADP
your,PRON
head,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
All,DET
that,PRON
's,AUX
very,ADV
interesting,ADJ
",",PUNCT
Tom,PROPN
.,PUNCT
"""",PUNCT
"""",PUNCT
Is,AUX
n't,PART
it,VERB
?,PUNCT
"""",PUNCT
Alec,PROPN
beamed,VERB
proudly,ADV
.,PUNCT
"""",PUNCT
All,DET
my,PRON
own,ADJ
",",PUNCT
too,ADV
--,PUNCT
the,DET
Sir,PROPN
Oliver,PROPN
Lodge,PROPN
of,ADP
the,DET
new,ADJ
world,NOUN
.,PUNCT
"""",PUNCT
Amory,PROPN
was,AUX
enjoying,VERB
college,NOUN
immensely,ADV
again,ADV
.,PUNCT
The,DET
sense,NOUN
of,SCONJ
going,VERB
forward,ADV
in,ADP
a,DET
direct,ADJ
",",PUNCT
determined,ADJ
line,NOUN
had,AUX
come,VERB
back,ADV
;,PUNCT
youth,PROPN
was,AUX
stirring,VERB
and,CCONJ
shaking,VERB
out,ADP
a,DET
few,ADJ
new,ADJ
feathers,NOUN
.,PUNCT
He,PRON
had,AUX
even,ADV
stored,VERB
enough,ADJ
surplus,NOUN
energy,NOUN
to,PART
sally,VERB
into,ADP
a,DET
new,ADJ
pose,NOUN
.,PUNCT
"""",PUNCT
What,PRON
's,AUX
the,DET
idea,NOUN
of,ADP
all,DET
this,DET
',PUNCT
distracted,ADJ
',PUNCT
stuff,NOUN
",",PUNCT
Amory,PROPN
?,PUNCT
"""",PUNCT
asked,VERB
Alec,PROPN
one,NUM
day,NOUN
",",PUNCT
and,CCONJ
then,ADV
as,SCONJ
Amory,PROPN
pretended,VERB
to,PART
be,AUX
cramped,VERB
over,ADP
his,PRON
book,NOUN
in,ADP
a,DET
daze,NOUN
:,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
do,AUX
n't,PART
try,VERB
to,PART
act,VERB
Burne,PROPN
",",PUNCT
the,DET
mystic,ADJ
",",PUNCT
to,ADP
me,PRON
.,PUNCT
"""",PUNCT
Amory,PROPN
looked,VERB
up,ADV
innocently,ADV
.,PUNCT
"""",PUNCT
What,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
What,PRON
?,PUNCT
"""",PUNCT
mimicked,VERB
Alec,PROPN
.,PUNCT
"""",PUNCT
Are,AUX
you,PRON
trying,VERB
to,PART
read,VERB
yourself,PRON
into,ADP
a,DET
rhapsody,NOUN
with,ADP
--,PUNCT
let,VERB
's,PRON
see,VERB
the,DET
book,NOUN
.,PUNCT
"""",PUNCT
He,PRON
snatched,VERB
it,PRON
;,PUNCT
regarded,VERB
it,PRON
derisively,ADV
.,PUNCT
"""",PUNCT
Well,INTJ
?,PUNCT
"""",PUNCT
said,VERB
Amory,PROPN
a,DET
little,ADJ
stiffly,ADV
.,PUNCT
"""",PUNCT
',PUNCT
The,DET
Life,PROPN
of,ADP
St.,PROPN
Teresa,PROPN
",",PUNCT
',PUNCT
"""",PUNCT
read,VERB
Alec,PROPN
aloud,ADV
.,PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
my,PRON
gosh,NOUN
!,PUNCT
"""",PUNCT
"""",PUNCT
Say,PROPN
",",PUNCT
Alec.,PROPN
"""",PUNCT
"""",PUNCT
What,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
Does,AUX
it,PRON
bother,VERB
you,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
Does,AUX
what,PRON
bother,VERB
me,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
My,PRON
acting,VERB
dazed,NOUN
and,CCONJ
all,DET
that,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
Why,ADV
",",PUNCT
no,INTJ
--,PUNCT
of,ADV
course,ADV
it,PRON
does,AUX
n't,PART
_,SYM
bother,VERB
_,SYM
me,PRON
.,PUNCT
"""",PUNCT
"""",PUNCT
Well,INTJ
",",PUNCT
then,ADV
",",PUNCT
do,AUX
n't,PART
spoil,VERB
it,PRON
.,PUNCT
If,SCONJ
I,PRON
enjoy,VERB
going,VERB
around,ADV
telling,VERB
people,NOUN
guilelessly,ADV
that,SCONJ
I,PRON
think,VERB
I,PRON
'm,AUX
a,DET
genius,NOUN
",",PUNCT
let,VERB
me,PRON
do,VERB
it,PRON
.,PUNCT
"""",PUNCT
"""",PUNCT
You,PRON
're,AUX
getting,VERB
a,DET
reputation,NOUN
for,SCONJ
being,AUX
eccentric,ADJ
",",PUNCT
"""",PUNCT
said,VERB
Alec,PROPN
",",PUNCT
laughing,VERB
",",PUNCT
"""",PUNCT
if,SCONJ
that,PRON
's,AUX
what,PRON
you,PRON
mean,VERB
.,PUNCT
"""",PUNCT
Amory,ADV
finally,ADV
prevailed,VERB
",",PUNCT
and,CCONJ
Alec,PROPN
agreed,VERB
to,PART
accept,VERB
his,PRON
face,NOUN
value,NOUN
in,ADP
the,DET
presence,NOUN
of,ADP
others,NOUN
if,SCONJ
he,PRON
was,AUX
allowed,VERB
rest,ADJ
periods,NOUN
when,ADV
they,PRON
were,AUX
alone,ADV
;,PUNCT
so,ADV
Amory,ADV
"""",PUNCT
ran,VERB
it,PRON
out,ADP
"""",PUNCT
at,ADP
a,DET
great,ADJ
rate,NOUN
",",PUNCT
bringing,VERB
the,DET
most,ADV
eccentric,ADJ
characters,NOUN
to,ADP
dinner,NOUN
",",PUNCT
wild,NOUN
-,PUNCT
eyed,VERB
grad,NOUN
students,NOUN
",",PUNCT
preceptors,NOUN
with,ADP
strange,NOUN
theories,NOUN
of,ADP
God,PROPN
and,CCONJ
government,NOUN
",",PUNCT
to,ADP
the,DET
cynical,ADJ
amazement,NOUN
of,ADP
the,DET
supercilious,ADJ
Cottage,PROPN
Club,PROPN
.,PUNCT
As,SCONJ
February,PROPN
became,VERB
slashed,VERB
by,ADP
sun,NOUN
and,CCONJ
moved,VERB
cheerfully,ADV
into,ADP
March,PROPN
",",PUNCT
Amory,PROPN
went,VERB
several,ADJ
times,NOUN
to,PART
spend,VERB
week,NOUN
-,PUNCT
ends,VERB
with,ADP
Monsignor,PROPN
;,PUNCT
once,SCONJ
he,PRON
took,VERB
Burne,PROPN
",",PUNCT
with,ADP
great,ADJ
success,NOUN
",",PUNCT
for,ADP
he,PRON
took,VERB
equal,ADJ
pride,NOUN
and,CCONJ
delight,NOUN
in,ADP
displaying,VERB
them,PRON
to,ADP
each,DET
other,ADJ
.,PUNCT
Monsignor,PROPN
took,VERB
him,PRON
several,ADJ
times,NOUN
to,PART
see,VERB
Thornton,PROPN
Hancock,PROPN
",",PUNCT
and,CCONJ
once,ADV
or,CCONJ
twice,ADV
to,ADP
the,DET
house,NOUN
of,ADP
a,DET
Mrs.,PROPN
